City,CurrTemp,WindSpeed,Humidity
Petite,28.1°C / 82.5°F,2 mph,35%
Saint-Pierre,28°C / 82.4°F,13 mph,35%
Sainte-Luce,28°C / 82.4°F,10 mph,78%
Sainte-Marie,28.1°C / 82.5°F,2 mph,35%
Acapulco,29.2°C / 84.6°F,3 mph,83%
Allende,28.5°C / 83.3°F,8 mph,79%
Alvarado,28.7°C / 83.7°F,4 mph,84%
Antón,28.8°C / 83.9°F,5 mph,69%
Boca,28.9°C / 84.1°F,4 mph,69%
Bucerías,28.3°C / 82.9°F,3 mph,94%
Cabo,25.1°C / 77.2°F,3 mph,56%
Calderitas,29.4°C / 84.9°F,8 mph,78%
Campeche,29.4°C / 84.9°F,11 mph,74%
Cancún,28.7°C / 83.6°F,5 mph,78%
Celestún,27.8°C / 82°F,14 mph,75%
Champotón,29.2°C / 84.6°F,8 mph,75%
Chetumal,29.4°C / 84.9°F,10 mph,64%
Ciudad,28.7°C / 83.7°F,12 mph,68%
Coatzacoalcos,28.5°C / 83.3°F,9 mph,74%
Ensenada,19.5°C / 67.1°F,9 mph,79%
Frontera,28.7°C / 83.6°F,6 mph,80%
Guaymas,28.4°C / 83.2°F,13 mph,62%
Isla,29.2°C / 84.6°F,16 mph,75%
Ixtapa,28.7°C / 83.7°F,2 mph,62%
La,26.9°C / 80.5°F,11 mph,66%
La,26.5°C / 79.7°F,8 mph,56%
Loreto,27.1°C / 80.8°F,12 mph,53%
Manzanillo,27.9°C / 82.3°F,12 mph,74%
Mazatlán,28.4°C / 83.1°F,4 mph,81%
Nanchital,28.6°C / 83.4°F,7 mph,81%
Primo,20.6°C / 69°F,6 mph,71%
Puerto,28.3°C / 82.9°F,3 mph,84%
San,28.9°C / 84.1°F,6 mph,85%
San,27.9°C / 82.2°F,11 mph,47%
San,27.9°C / 82.3°F,9 mph,87%
Santa,27.5°C / 81.5°F,6 mph,47%
Seybaplaya,29.2°C / 84.6°F,14 mph,75%
Tamiahua,28.5°C / 83.3°F,7 mph,79%
Tampico,28.7°C / 83.6°F,10 mph,62%
Teacapán,28.8°C / 83.8°F,6 mph,76%
Tecoanapa,29.4°C / 84.9°F,3 mph,77%
Tecolutla,28.6°C / 83.5°F,8 mph,75%
Topolobampo,28.4°C / 83.2°F,5 mph,60%
Veracruz,29°C / 84.2°F,6 mph,60%
Yavaros,28.3°C / 82.9°F,7 mph,65%
Zihuatanejo,28.7°C / 83.7°F,10 mph,79%
Brades,28.2°C / 82.7°F,18 mph,78%
Bluefields,28.1°C / 82.5°F,8 mph,91%
Corinto,28.8°C / 83.9°F,10 mph,76%
Corn,28°C / 82.4°F,16 mph,81%
Jiquilillo,29.2°C / 84.5°F,6 mph,74%
Laguna,28.1°C / 82.6°F,10 mph,90%
San,27.9°C / 82.2°F,18 mph,79%
Achutupo,28.6°C / 83.5°F,5 mph,89%
Ailigandí,28.6°C / 83.5°F,5 mph,89%
Boca,28.4°C / 83.1°F,5 mph,88%
Bocas,28.4°C / 83.1°F,6 mph,75%
Cartí,28.7°C / 83.6°F,7 mph,86%
Chiriquí,28.2°C / 82.8°F,3 mph,84%
Colón,28.5°C / 83.3°F,8 mph,84%
Cusapín,28.2°C / 82.8°F,6 mph,79%
El,28.6°C / 83.4°F,9 mph,85%
Garachiné,28.1°C / 82.5°F,6 mph,83%
Jaqué,27.7°C / 81.9°F,1 mph,85%
La,28.3°C / 82.9°F,5 mph,87%
María,28.5°C / 83.3°F,7 mph,84%
Mulatupo,28.6°C / 83.5°F,4 mph,93%
Narganá,28.7°C / 83.7°F,7 mph,86%
Nueva,28.3°C / 82.9°F,9 mph,54%
Palmas,28.6°C / 83.5°F,5 mph,89%
Panamá,28.4°C / 83.2°F,9 mph,70%
Playón,28.5°C / 83.3°F,3 mph,88%
Portobelo,28.4°C / 83.2°F,8 mph,82%
Puerto,27.9°C / 82.3°F,6 mph,83%
Puerto,28.4°C / 83.1°F,9 mph,89%
Puerto,28.4°C / 83.2°F,7 mph,84%
Punta,27.8°C / 82.1°F,11 mph,79%
San,28.6°C / 83.4°F,7 mph,87%
San,28.4°C / 83.2°F,3 mph,83%
Ustupo,28.6°C / 83.5°F,8 mph,86%
Veracruz,28.4°C / 83.1°F,11 mph,77%
Aguadilla,28.4°C / 83.1°F,14 mph,78%
Arecibo,28.1°C / 82.6°F,3 mph,79%
Arroyo,28.3°C / 83°F,8 mph,83%
Bayamón,28.2°C / 82.8°F,9 mph,84%
Boquerón,28.4°C / 83.1°F,13 mph,78%
Capitanejo,28.2°C / 82.8°F,7 mph,75%
Carolina,28.4°C / 83.2°F,18 mph,76%
Carrizales,28.2°C / 82.7°F,11 mph,84%
Cataño,28.2°C / 82.8°F,3 mph,85%
Central,28.3°C / 82.9°F,7 mph,87%
Culebra,28.5°C / 83.3°F,9 mph,97%
Emajagua,28.3°C / 83°F,13 mph,81%
Esperanza,28.6°C / 83.4°F,19 mph,75%
Hatillo,28.2°C / 82.7°F,11 mph,84%
Isabel,28.5°C / 83.3°F,19 mph,75%
Isabela,28.1°C / 82.6°F,14 mph,79%
Jauca,28.3°C / 82.9°F,7 mph,83%
Jobos,28.3°C / 82.9°F,7 mph,87%
La,28.3°C / 82.9°F,14 mph,82%
La,28.5°C / 83.3°F,7 mph,84%
Lamboglia,28.3°C / 83°F,10 mph,87%
Levittown,28.2°C / 82.7°F,16 mph,81%
Loíza,28.6°C / 83.4°F,11 mph,86%
Luis,28.4°C / 83.2°F,8 mph,83%
Palmas,28.3°C / 83°F,9 mph,87%
Playa,28.4°C / 83.1°F,8 mph,83%
Playita,28.2°C / 82.8°F,7 mph,83%
Ponce,28.3°C / 82.9°F,19 mph,72%
Potala,28.2°C / 82.8°F,8 mph,76%
Puerto,28.4°C / 83.1°F,11 mph,81%
Punta,28.4°C / 83.2°F,8 mph,81%
Rincón,28.6°C / 83.4°F,7 mph,84%
San,28.2°C / 82.8°F,5 mph,84%
Tallaboa,28.3°C / 82.9°F,8 mph,75%
Vieques,28.5°C / 83.3°F,13 mph,78%
Vieques,28.5°C / 83.3°F,13 mph,78%
Dieppe,28.2°C / 82.8°F,16 mph,78%
Dennery,27.9°C / 82.3°F,26 mph,74%
Gros,27.9°C / 82.3°F,17 mph,77%
Micoud,27.9°C / 82.3°F,26 mph,78%
Soufrière,27.9°C / 82.2°F,1 mph,74%
Vieux,27.9°C / 82.3°F,26 mph,78%
Biabou,27.8°C / 82°F,19 mph,80%
Chateaubelair,27.8°C / 82°F,17 mph,80%
Kingstown,27.9°C / 82.2°F,17 mph,81%
Kingstown,27.9°C / 82.2°F,17 mph,81%
Layou,27.9°C / 82.2°F,18 mph,80%
Port,27.9°C / 82.2°F,21 mph,81%
n/a,n/a,n/a,n/a
Laventille,27.7°C / 81.9°F,6 mph,64%
Point,28.2°C / 82.7°F,16 mph,86%
Roxborough,27.9°C / 82.3°F,22 mph,82%
San,27.8°C / 82.1°F,10 mph,70%
Scarborough,27.9°C / 82.3°F,14 mph,78%
Charlotte,28.4°C / 83.2°F,14 mph,74%
Cruz,28.4°C / 83.1°F,14 mph,74%
Durrës,24.8°C / 76.7°F,11 mph,67%
Himarë,24.4°C / 75.9°F,3 mph,57%
Orikum,24.3°C / 75.8°F,5 mph,51%
Sarandë,24.4°C / 76°F,4 mph,53%
Shëngjin,26°C / 78.8°F,11 mph,51%
Vlorë,24.5°C / 76.1°F,12 mph,43%
Blankenberge,17.8°C / 64°F,9 mph,66%
De,17.7°C / 63.8°F,5 mph,64%
De,17.2°C / 62.9°F,7 mph,39%
Knokke-Heist,17.9°C / 64.2°F,11 mph,66%
Wenduine,17.7°C / 63.8°F,9 mph,66%
Zeebrugge,17.8°C / 64.1°F,1 mph,63%
Neum,25.1°C / 77.1°F,8 mph,47%
Akhtopol,22.8°C / 73°F,5 mph,79%
Burgas,24.4°C / 75.9°F,14 mph,61%
Chernomorets,24.2°C / 75.6°F,7 mph,75%
Kiten,22.8°C / 73°F,4 mph,82%
Nesebar,23.9°C / 75°F,7 mph,69%
Obzor,23.2°C / 73.8°F,10 mph,66%
Pomorie,24.3°C / 75.7°F,7 mph,83%
Primorsko,22.8°C / 73°F,6 mph,74%
Sinemorets,22.8°C / 73°F,6 mph,74%
Sozopol,23.7°C / 74.7°F,13 mph,49%
Sunny,23.8°C / 74.8°F,8 mph,39%
Sveti,23.2°C / 73.8°F,11 mph,55%
Tsarevo,22.8°C / 73°F,3 mph,75%
Varna,22.9°C / 73.2°F,9 mph,48%
Zlatni,22.6°C / 72.6°F,13 mph,57%
Bakar,23.3°C / 73.9°F,7 mph,41%
Banjol,22.9°C / 73.3°F,15 mph,57%
Baška,23.7°C / 74.7°F,11 mph,53%
Bibinje,24.8°C / 76.7°F,13 mph,31%
Biograd,24.6°C / 76.2°F,13 mph,45%
Bol,24.4°C / 76°F,8 mph,46%
Brac,24.1°C / 75.4°F,7 mph,52%
Brela,23.8°C / 74.8°F,7 mph,36%
Brodarica,24.2°C / 75.5°F,7 mph,27%
Cavtat,25.1°C / 77.2°F,6 mph,37%
Cres,23.5°C / 74.3°F,9 mph,41%
Crikvenica,22.7°C / 72.8°F,7 mph,41%
Dubrovnik,25.1°C / 77.2°F,8 mph,37%
Fažana,24.5°C / 76.1°F,20 mph,44%
Hvar,24.5°C / 76.1°F,9 mph,61%
Igrane,23.9°C / 75°F,10 mph,59%
Jadranovo,23.3°C / 73.9°F,6 mph,47%
Jelsa,24.4°C / 76°F,10 mph,55%
Kali,24.9°C / 76.9°F,9 mph,29%
Karlobag,23.6°C / 74.5°F,16 mph,60%
Kolocep,25.2°C / 77.3°F,11 mph,64%
Komiža,24.6°C / 76.2°F,5 mph,79%
Korčula,24.7°C / 76.4°F,8 mph,64%
Kraljevica,23.3°C / 73.9°F,1 mph,55%
Krk,23.3°C / 74°F,8 mph,40%
Lopar,23.2°C / 73.8°F,19 mph,54%
Lopud,25.2°C / 77.3°F,10 mph,63%
Lumbarda,24.8°C / 76.6°F,13 mph,63%
Makarska,23.7°C / 74.7°F,6 mph,54%
Mali,24.1°C / 75.3°F,7 mph,64%
Marina,24.4°C / 76°F,10 mph,51%
Matulji,23.4°C / 74.2°F,7 mph,63%
Medulin,24.2°C / 75.5°F,9 mph,49%
Mlini,25.1°C / 77.2°F,22 mph,34%
Mokošica,25.1°C / 77.2°F,10 mph,62%
Murter,24.2°C / 75.6°F,11 mph,45%
Njivice,23.3°C / 73.9°F,10 mph,41%
Novalja,23.7°C / 74.7°F,17 mph,57%
Novi,22.2°C / 71.9°F,11 mph,62%
Novigrad,24.8°C / 76.6°F,10 mph,27%
Omiš,24.3°C / 75.7°F,3 mph,50%
Omišalj,23.3°C / 73.9°F,7 mph,45%
Opatija,23.4°C / 74.1°F,10 mph,41%
Orašac,25.1°C / 77.2°F,11 mph,64%
Orebić,24.8°C / 76.6°F,10 mph,73%
Pag,23.8°C / 74.8°F,17 mph,59%
Pakoštane,24.2°C / 75.6°F,12 mph,45%
Pirovac,24.2°C / 75.5°F,15 mph,48%
Poreč,24.7°C / 76.5°F,6 mph,53%
Posedarje,24.2°C / 75.5°F,9 mph,33%
Postire,24.4°C / 76°F,10 mph,49%
Preko,24.9°C / 76.9°F,11 mph,36%
Preko,24.9°C / 76.9°F,11 mph,36%
Primošten,24.2°C / 75.6°F,7 mph,58%
Privlaka,24.4°C / 75.9°F,17 mph,53%
Pula,24.3°C / 75.8°F,15 mph,27%
Punat,23°C / 73.4°F,14 mph,52%
Rabac,23.9°C / 75°F,17 mph,43%
Rijeka,23.3°C / 74°F,13 mph,37%
Rogoznica,24.2°C / 75.6°F,3 mph,61%
Rovinj,24.7°C / 76.4°F,4 mph,47%
Sali,24.6°C / 76.2°F,8 mph,47%
Selce,22.7°C / 72.8°F,6 mph,43%
Senj,22.1°C / 71.8°F,10 mph,38%
Šibenik,24.1°C / 75.4°F,10 mph,52%
Šibenik,24.1°C / 75.4°F,10 mph,52%
Slano,25.1°C / 77.1°F,9 mph,61%
Split,24.3°C / 75.8°F,3 mph,47%
Srebreno,25.1°C / 77.2°F,22 mph,34%
Starigrad,23.7°C / 74.7°F,8 mph,31%
Starigrad,23.7°C / 74.7°F,8 mph,31%
Stobreč,24.4°C / 76°F,3 mph,47%
Ston,25.2°C / 77.3°F,5 mph,58%
Sukošan,24.8°C / 76.7°F,16 mph,37%
Supetar,24.5°C / 76.1°F,6 mph,49%
Supetarska,23.3°C / 74°F,15 mph,58%
Tijesno,24.2°C / 75.6°F,15 mph,45%
Tribunj,24.1°C / 75.4°F,16 mph,45%
Trogir,24.2°C / 75.6°F,7 mph,28%
Trpanj,24.9°C / 76.9°F,11 mph,60%
Tučepi,23.7°C / 74.7°F,11 mph,53%
Turanj,24.7°C / 76.4°F,9 mph,33%
Ugljan,24.8°C / 76.6°F,9 mph,33%
Umag,24.8°C / 76.6°F,7 mph,60%
Vela,24.7°C / 76.4°F,10 mph,68%
Veliki,24.3°C / 75.7°F,3 mph,38%
Vir,24.2°C / 75.5°F,17 mph,53%
Vis,24.6°C / 76.2°F,11 mph,71%
Vodice,24.1°C / 75.4°F,13 mph,41%
Vranjic,24.3°C / 75.7°F,3 mph,38%
Vrsar,24.7°C / 76.4°F,4 mph,52%
Zadar,24.9°C / 76.8°F,10 mph,38%
Zaton,25.1°C / 77.2°F,11 mph,62%
Zlatni,24.4°C / 76°F,4 mph,63%
Žrnovo,24.7°C / 76.4°F,8 mph,64%
Ayia,24.8°C / 76.6°F,2 mph,54%
Famagusta,25.4°C / 77.8°F,12 mph,74%
Kato,26.2°C / 79.1°F,6 mph,62%
Kissonerga,25.3°C / 77.6°F,5 mph,64%
Larnaca,24.6°C / 76.3°F,13 mph,56%
Limassol,24.7°C / 76.4°F,11 mph,62%
Perivolia,24.6°C / 76.3°F,6 mph,58%
Protaras,24.9°C / 76.9°F,7 mph,57%
Aabenraa,18.9°C / 66°F,9 mph,87%
Århus,17.3°C / 63.1°F,7 mph,95%
Charlottenlund,17.5°C / 63.5°F,12 mph,75%
Christiansø,17.7°C / 63.9°F,14 mph,84%
Copenhagen,17.6°C / 63.6°F,9 mph,85%
Dragør,17.6°C / 63.7°F,9 mph,84%
Ebeltoft,17.4°C / 63.3°F,7 mph,88%
Ejby,18.4°C / 65.1°F,4 mph,42%
Esbjerg,17.2°C / 62.9°F,7 mph,93%
Espergærde,17.6°C / 63.6°F,5 mph,90%
Faaborg,18.3°C / 64.9°F,10 mph,92%
Fakse,18.1°C / 64.5°F,13 mph,81%
Frederikshavn,16.2°C / 61.2°F,18 mph,92%
Gilleleje,17.9°C / 64.3°F,3 mph,89%
Greve,17.7°C / 63.8°F,8 mph,88%
Hadsund,16.7°C / 62.1°F,13 mph,96%
Hals,16.6°C / 61.9°F,9 mph,97%
Helsingør,17.7°C / 63.8°F,8 mph,74%
Hirtshals,15.5°C / 59.9°F,22 mph,93%
Holbæk,18.4°C / 65.1°F,4 mph,44%
Horsens,17.4°C / 63.3°F,16 mph,66%
Hvide,16.2°C / 61.2°F,11 mph,91%
Juelsminde,17.4°C / 63.3°F,10 mph,92%
Jægerspris,18.3°C / 65°F,1 mph,88%
Kalundborg,17.9°C / 64.2°F,17 mph,72%
Kerteminde,17.9°C / 64.2°F,16 mph,61%
Korsør,18.2°C / 64.7°F,13 mph,67%
Lemvig,15.7°C / 60.2°F,8 mph,94%
Marstal,18.5°C / 65.3°F,12 mph,89%
Middelfart,18°C / 64.4°F,11 mph,89%
Munkebo,17.8°C / 64.1°F,12 mph,93%
Nakskov,18.8°C / 65.9°F,14 mph,82%
Nexø,17.8°C / 64.1°F,14 mph,85%
Nordby,17.1°C / 62.8°F,8 mph,93%
Nyborg,18°C / 64.4°F,16 mph,60%
Nykøbing,18.8°C / 65.8°F,13 mph,69%
Nykøbing,18.3°C / 64.9°F,16 mph,91%
Nyråd,18.7°C / 65.7°F,13 mph,82%
Præstø,18.6°C / 65.4°F,11 mph,89%
Roskilde,18.2°C / 64.8°F,10 mph,50%
Rudkøbing,18.4°C / 65.2°F,14 mph,88%
Rødbyhavn,18.8°C / 65.8°F,11 mph,89%
Rønne,17.9°C / 64.3°F,10 mph,82%
Skagen,15.8°C / 60.5°F,27 mph,80%
Skælskør,18.3°C / 64.9°F,12 mph,58%
Snoghøj,17.8°C / 64.1°F,11 mph,93%
Stege,18°C / 64.4°F,14 mph,83%
Strandby,16.1°C / 61°F,13 mph,94%
Strib,17.7°C / 63.8°F,11 mph,93%
Svendborg,18.4°C / 65.1°F,11 mph,83%
Sæby,16.3°C / 61.4°F,12 mph,96%
Thurø,18.4°C / 65.1°F,13 mph,89%
Thyborøn,15.4°C / 59.8°F,11 mph,92%
Vindeby,18.4°C / 65.1°F,12 mph,91%
Vordingborg,18.8°C / 65.8°F,15 mph,71%
Ærøskøbing,18.4°C / 65.2°F,12 mph,88%
Haabneeme,15.3°C / 59.5°F,16 mph,75%
Narva-Jõesuu,16.9°C / 62.4°F,13 mph,76%
Orissaare,16.7°C / 62.1°F,16 mph,60%
Paldiski,15.8°C / 60.4°F,7 mph,81%
Pärnu,16.9°C / 62.4°F,11 mph,63%
Rummu,15.3°C / 59.5°F,20 mph,68%
Sillamäe,17.1°C / 62.7°F,11 mph,83%
Tabasalu,15.8°C / 60.5°F,7 mph,75%
Tallinn,15.4°C / 59.8°F,15 mph,75%
Toila,16.1°C / 60.9°F,15 mph,80%
Viimsi,15.2°C / 59.4°F,8 mph,71%
Argir,8.8°C / 47.9°F,18 mph,90%
Eiði,8.9°C / 48°F,18 mph,93%
Fuglafjørður,8.9°C / 48°F,18 mph,88%
Klaksvík,9.1°C / 48.4°F,23 mph,86%
Kollafjørður,8.8°C / 47.9°F,17 mph,90%
Miðvágur,8.8°C / 47.9°F,15 mph,87%
Sandur,8.8°C / 47.9°F,18 mph,90%
Tórshavn,8.8°C / 47.9°F,20 mph,92%
Tvøroyri,8.9°C / 48.1°F,19 mph,89%
Vágur,9°C / 48.2°F,18 mph,88%
Vestmanna,8.8°C / 47.9°F,15 mph,87%
Ekenäs,15.7°C / 60.3°F,3 mph,96%
Espoo,15.2°C / 59.4°F,6 mph,84%
Hamina,14.7°C / 58.4°F,9 mph,91%
Hanko,16°C / 60.8°F,23 mph,66%
Haukipudas,10.5°C / 50.9°F,6 mph,68%
Helsinki,16.4°C / 61.6°F,9 mph,63%
Helsinki,16.4°C / 61.6°F,9 mph,63%
Himanka,10.5°C / 50.9°F,1 mph,47%
Houtskär,16.1°C / 61°F,20 mph,61%
Ingå,15.4°C / 59.8°F,6 mph,76%
Iniö,16°C / 60.8°F,22 mph,66%
Kalajoki,10.4°C / 50.8°F,8 mph,88%
Kaskinen,13.8°C / 56.8°F,16 mph,82%
Kemi,10.9°C / 51.7°F,7 mph,88%
Keminmaa,10.9°C / 51.7°F,7 mph,88%
Kotka,14.3°C / 57.7°F,10 mph,74%
Koukkuniemi,14.8°C / 58.7°F,7 mph,82%
Kristinestad,13.8°C / 56.8°F,12 mph,87%
Kuivaniemi,10.5°C / 50.9°F,8 mph,86%
Länsi-Turunmaa,16.4°C / 61.5°F,7 mph,65%
Merimasku,16.4°C / 61.6°F,2 mph,100%
Naantali,16.4°C / 61.5°F,1 mph,100%
Nagu,16.2°C / 61.2°F,8 mph,63%
Oravais,11.9°C / 53.4°F,7 mph,93%
Otaniemi,14.8°C / 58.7°F,7 mph,82%
Oulu,11.4°C / 52.6°F,7 mph,87%
Pargas,16.4°C / 61.5°F,7 mph,65%
Pernå,15.2°C / 59.4°F,8 mph,92%
Pohja,15.7°C / 60.2°F,2 mph,96%
Pori,15.6°C / 60.1°F,9 mph,67%
Porvoo,14.8°C / 58.6°F,7 mph,87%
Pyhäjoki,10.5°C / 50.9°F,7 mph,80%
Pyhäranta,15.3°C / 59.6°F,9 mph,64%
Raahe,10.6°C / 51.1°F,17 mph,87%
Rymättylä,16.4°C / 61.6°F,9 mph,65%
Särkisalo,16.6°C / 61.9°F,3 mph,96%
Teekkarikylä,14.8°C / 58.6°F,7 mph,82%
Turku,16.6°C / 61.9°F,1 mph,100%
Uusikaupunki,16.1°C / 60.9°F,8 mph,64%
Vaasa,12.7°C / 54.8°F,9 mph,72%
Västanfjärd,16.1°C / 60.9°F,4 mph,68%
Velkua,16.4°C / 61.6°F,10 mph,59%
Ajaccio,25.1°C / 77.2°F,10 mph,58%
Antibes,22.7°C / 72.8°F,8 mph,53%
Bastia,25.1°C / 77.1°F,8 mph,69%
Biarritz,20.6°C / 69.1°F,6 mph,64%
Brest,14.9°C / 58.9°F,8 mph,53%
Cagnes-sur-Mer,22.7°C / 72.9°F,8 mph,59%
Calais,16.3°C / 61.3°F,17 mph,59%
Cannes,22.7°C / 72.8°F,8 mph,44%
Cherbourg-Octeville,15.3°C / 59.5°F,14 mph,38%
Concarneau,16.7°C / 62°F,8 mph,37%
Dieppe,16.6°C / 61.8°F,9 mph,35%
Douarnenez,16°C / 60.8°F,6 mph,56%
Équeurdreville-Hainneville,15.1°C / 59.1°F,13 mph,53%
Fécamp,16.4°C / 61.5°F,10 mph,35%
La,23.8°C / 74.9°F,3 mph,76%
La,18.3°C / 64.9°F,18 mph,17%
La,23.9°C / 75.1°F,3 mph,82%
Lanester,16.8°C / 62.3°F,7 mph,49%
Le,16.8°C / 62.3°F,9 mph,20%
Marseille,23.6°C / 74.5°F,5 mph,78%
Martigues,23.7°C / 74.7°F,3 mph,78%
Menton,22.9°C / 73.3°F,5 mph,73%
Nice,22.7°C / 72.9°F,3 mph,59%
Port-de-Bouc,23.8°C / 74.8°F,7 mph,62%
Royan,19.5°C / 67.1°F,10 mph,45%
Saint-Malo,16.6°C / 61.9°F,10 mph,22%
Saint-Nazaire,16.8°C / 62.3°F,9 mph,46%
Saint-Raphaël,22.9°C / 73.3°F,1 mph,65%
Sanary-sur-Mer,23.9°C / 75°F,2 mph,82%
Sète,23.4°C / 74.1°F,6 mph,38%
Toulon,23.9°C / 75.1°F,3 mph,75%
Altefähr,19.8°C / 67.7°F,9 mph,93%
Altwarp,21.8°C / 71.3°F,11 mph,75%
Baltrum,16.9°C / 62.4°F,10 mph,92%
Barth,19.3°C / 66.8°F,11 mph,88%
Blomesche,19°C / 66.2°F,4 mph,90%
Borgsum,17.8°C / 64°F,12 mph,82%
Born,19.1°C / 66.3°F,17 mph,66%
Breege,18.9°C / 66.1°F,14 mph,86%
Bremerhaven,18.4°C / 65.1°F,13 mph,63%
Buschvitz,20.3°C / 68.5°F,11 mph,88%
Büsum,18.9°C / 66°F,8 mph,82%
Dagebüll,18.1°C / 64.6°F,10 mph,81%
Dranske,18.6°C / 65.4°F,14 mph,86%
Elisabeth-Sophien-Koog,18.9°C / 66°F,8 mph,83%
Fuhlendorf,19.2°C / 66.6°F,11 mph,88%
Gager,19.8°C / 67.6°F,12 mph,86%
Glowe,19.1°C / 66.4°F,13 mph,86%
Grambin,22.8°C / 73°F,7 mph,82%
Gröde,18.6°C / 65.5°F,10 mph,79%
Grossenbrode,19°C / 66.2°F,12 mph,84%
Hasselberg,18.7°C / 65.6°F,11 mph,89%
Heikendorf,18.6°C / 65.5°F,6 mph,82%
Heiligenhafen,19°C / 66.2°F,11 mph,80%
Helgoland,17°C / 62.6°F,11 mph,79%
Hiddensee,18.4°C / 65.2°F,14 mph,86%
Hooge,18.2°C / 64.8°F,11 mph,80%
Juist,16.9°C / 62.5°F,13 mph,75%
Kamminke,21.2°C / 70.2°F,11 mph,80%
Kellenhusen,19.1°C / 66.4°F,9 mph,86%
Kiel,18.6°C / 65.4°F,11 mph,55%
Koserow,20.9°C / 69.6°F,10 mph,84%
Kronsgaard,18.7°C / 65.6°F,11 mph,89%
Kröslin,20.8°C / 69.4°F,9 mph,79%
Krummin,21.4°C / 70.6°F,11 mph,82%
Laboe,18.7°C / 65.6°F,6 mph,82%
Langeoog,16.9°C / 62.4°F,10 mph,92%
Lassan,22.4°C / 72.3°F,7 mph,85%
Lietzow,19.5°C / 67.1°F,12 mph,87%
List,17.6°C / 63.6°F,10 mph,84%
Lubmin,20.3°C / 68.5°F,9 mph,79%
Lütow,22.1°C / 71.8°F,8 mph,82%
Middelhagen,19.7°C / 67.5°F,12 mph,86%
Mönkeberg,18.6°C / 65.4°F,6 mph,82%
Mönkebude,22.9°C / 73.2°F,7 mph,82%
Nebel,17.7°C / 63.8°F,12 mph,83%
Neuenkirchen,19.2°C / 66.5°F,14 mph,86%
Neufeld,18.9°C / 66.1°F,1 mph,82%
Neufelderkoog,18.9°C / 66.1°F,1 mph,82%
Neuharlingersiel,17.3°C / 63.1°F,9 mph,93%
Neustadt,19.1°C / 66.3°F,7 mph,90%
Noer,18.6°C / 65.4°F,6 mph,82%
Norddorf,17.5°C / 63.5°F,12 mph,82%
Norderney,16.9°C / 62.4°F,11 mph,75%
Ostseebad,19.6°C / 67.3°F,13 mph,84%
Ostseebad,19.2°C / 66.5°F,8 mph,90%
Ostseebad,18.8°C / 65.8°F,9 mph,95%
Ostseebad,19.7°C / 67.5°F,14 mph,84%
Ostseebad,19.2°C / 66.5°F,10 mph,84%
Ostseebad,21.1°C / 70°F,10 mph,86%
Peenemünde,20.8°C / 69.4°F,10 mph,79%
Pruchten,19.3°C / 66.8°F,11 mph,88%
Ralswiek,19.9°C / 67.8°F,13 mph,84%
Ribnitz-Damgarten,18.9°C / 66°F,8 mph,100%
Rostock,19.4°C / 66.9°F,15 mph,71%
Sauzin,21.6°C / 70.9°F,7 mph,89%
Schaprode,19.1°C / 66.3°F,13 mph,86%
Scharbeutz,19°C / 66.2°F,7 mph,89%
Schillig,17.7°C / 63.8°F,8 mph,80%
Schobüll,18.9°C / 66.1°F,7 mph,88%
Seebad,20.7°C / 69.2°F,10 mph,70%
Sierksdorf,19.1°C / 66.3°F,7 mph,90%
Spiekeroog,17.1°C / 62.7°F,10 mph,92%
Strande,18.7°C / 65.6°F,6 mph,82%
Thiessow,19.8°C / 67.6°F,12 mph,86%
Timmendorfer,19.1°C / 66.3°F,7 mph,90%
Tönning,18.8°C / 65.9°F,7 mph,80%
Trassenheide,21.1°C / 70°F,11 mph,82%
Tümlauer,18.6°C / 65.5°F,10 mph,78%
Ückeritz,20.6°C / 69°F,10 mph,70%
Ummanz,19.3°C / 66.8°F,13 mph,86%
Usedom,22.4°C / 72.3°F,7 mph,85%
Wangerooge,17.2°C / 62.9°F,9 mph,79%
Warnemünde,19.3°C / 66.8°F,9 mph,85%
Wendtorf,18.7°C / 65.7°F,6 mph,82%
Wesselburenerkoog,18.8°C / 65.9°F,7 mph,80%
Wiek,18.8°C / 65.8°F,15 mph,84%
Wismar,19.4°C / 67°F,8 mph,67%
Wittdün,17.7°C / 63.8°F,11 mph,81%
Wolgast,21.6°C / 70.9°F,9 mph,79%
Zempin,20.7°C / 69.3°F,11 mph,81%
Zierow,19.4°C / 67°F,2 mph,90%
Zingst,19.3°C / 66.8°F,12 mph,81%
Gibraltar,20.2°C / 68.3°F,13 mph,57%
Aígio,25.4°C / 77.7°F,9 mph,34%
Alexandroúpoli,23.4°C / 74.2°F,11 mph,25%
Álimos,24.3°C / 75.8°F,6 mph,40%
Athens,24.3°C / 75.7°F,9 mph,41%
Chalkída,25.3°C / 77.5°F,6 mph,50%
Chaniá,24.6°C / 76.3°F,8 mph,58%
Chíos,22.1°C / 71.8°F,16 mph,32%
Elefsína,24.4°C / 75.9°F,6 mph,45%
Ellinikó,24.4°C / 75.9°F,6 mph,40%
Heraklion,24.6°C / 76.3°F,17 mph,35%
Irákleion,24.6°C / 76.3°F,16 mph,57%
Kallithéa,24.3°C / 75.8°F,11 mph,35%
Kavála,24.2°C / 75.6°F,2 mph,63%
Keratsíni,24.3°C / 75.8°F,7 mph,41%
Kérkyra,24.6°C / 76.2°F,5 mph,34%
